taxon_no,Order,Family,taxon_name,ln_mass_g,mass_source,meas_element,length_mm,width_mm,meas_source,eq_type,mass_eq,eq_source,ln_mass_g_estimate,n_occs,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,life_habit,life_habit_basis,diet,diet_basis
331297,Cimolesta,Cimolestidae,Scollardius propalaeoryctes,,,m1,2.45,1.60,Lillegraven 1969,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,3.949997212,3,70.6,66,70.6,66,Maastrichtian,,,Scollardius propalaeoryctes,insectivore,Scollardius propalaeoryctes
331295,Cimolesta,Cimolestidae,Ambilestes cerberoides,,,m1,3.27,2.07,Lillegraven 1969,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.839287228,8,70.6,66,66,63.3,Maastrichtian,Danian,,Cimolestidae,insectivore,Cimolestidae
45120,Cimolesta,Cimolestidae,Cimolestes stirtoni,,,,,,,,,,,7,70.6,66,70.6,66,Maastrichtian,,,Cimolestes,"carnivore, insectivore",Cimolestes
52109,Cimolesta,Cimolestidae,Telacodon laevis,,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,,Cimolestidae,insectivore,Cimolestidae
45115,Cimolesta,Cimolestidae,Cimolestes incisus,5.467,Smith et al 2018,,,,,,,,,15,70.6,66,59.2,56,Maastrichtian,Paleocene,,Cimolestes incisus,insectivore,Cimolestes incisus
45567,Cimolesta,Palaeoryctidae,Delphodon comptus,,,,,,,,,,,5,70.6,66,70.6,66,Maastrichtian,,scansorial,Palaeoryctidae,insectivore,Palaeoryctidae
331293,Creodonta,,Altacreodus magnus,,,m1,5.09,3.34,Lillegraven 1969,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,6.416378487,10,72.1,66,70.6,66,Maastrichtian,,,Altacreodus magnus,carnivore,Altacreodus magnus
70457,Deltatheroida,,Deltatheroides cretacicus,,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Deltatheroides,carnivore,Deltatheroides
137970,Deltatheroida,Deltatheridiidae,Sulestes karakshi,,,m1,1.80,1.10,Averianov et al 2010,"Marsupials, m1_area",ln(m) = 2.924 + 1.56 * ln(m1_area),Gordon 2003,3.989631078,9,93.5,89.3,93.5,89.3,Turonian,Coniacian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
319138,Deltatheroida,Deltatheridiidae,Lotheridium mengi,,,m1,3.34,1.80,Bi et al 2015,"Marsupials, m1_area",ln(m) = 2.924 + 1.56 * ln(m1_area),Gordon 2003,5.722261656,1,70.6,66,70.6,66,Maastrichtian,,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
44378,Deltatheroida,Deltatheridiidae,Atokatheridium boreni,,,,,,,,,,,1,122.46,109,122.46,109,Aptian,Albian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
137745,Deltatheroida,Deltatheridiidae,Deltatheridium nessovi,,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Deltatheridium,carnivore,Deltatheridium
70456,Deltatheroida,Deltatheridiidae,Deltatheridium pretrituberculare,,,,,,,,,,,6,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,,Deltatheridium,carnivore,Deltatheridium
203464,Deltatheroida,Deltatheridiidae,Hydotherium dobsoni,,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
109639,Deltatheroida,Deltatheridiidae,Nanocuris improvida,,,,,,,,,,,2,72.1,66,70.6,66,Maastrichtian,,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
204005,Deltatheroida,Deltatheridiidae,Oklatheridium minax,,,,,,,,,,,2,122.46,109,113,100.5,Aptian,Albian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
204004,Deltatheroida,Deltatheridiidae,Oklatheridium szalayi,,,,,,,,,,,2,122.46,109,113,100.5,Aptian,Albian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
319847,Deltatheroida,Deltatheridiidae,Oklatheridium wiblei,,,,,,,,,,,2,125,100.5,113,100.5,Aptian,Albian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
319140,Deltatheroida,Deltatheridiidae,Tsagandelta dashzevegi,,,,,,,,,,,1,100.5,83.6,100.5,83.6,Cenomanian,Santonian,,Deltatheridiidae,"carnivore, durophage",Deltatheridiidae
242244,Dryolestida,,Crusafontia amoae,,,,,,,,,,,2,136.4,130,130,125.45,Valanginian,Barremian,,Mammalia,insectivore,Mammaliaformes
206747,Dryolestida,,Crusafontia cuencana,,,,,,,,,,,2,130,125.45,130,125.45,Hauterivian,Barremian,,Mammalia,insectivore,Mammaliaformes
397995,Dryolestida,,Paraungulatum rectangularis,,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
397993,Dryolestida,Casamiquelidae,Alamitherium bishopi,,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
207624,Dryolestida,Casamiquelidae,Casamiquelia rionegrina,,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
397991,Dryolestida,Casamiquelidae,Rougietherium tricuspes,,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
212378,Dryolestida,Donodontidae,Donodon prescriptoris,,,,,,,,,,,1,145,139.8,145,139.8,Berriasian,,,Mammalia,insectivore,Mammaliaformes
106806,Eutriconodonta,,Hakusanodon archaeus,,,m1,1.75,0.80,Rougier et al 2007,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Legendre 1986,2.424734776,1,139.8,132.9,139.8,132.9,Valanginian,,,Mammalia,insectivore,Mammaliaformes
239722,Eutriconodonta,,Liaoconodon hui,,,m1,2.81,,Meng et al 2011,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,4.687566847,1,125,113,125,113,Aptian,,,Mammalia,insectivore,Mammaliaformes
289799,Eutriconodonta,,Chaoyangodens lii,,,,,,,,,,,1,129.4,125,129.4,125,Barremian,,,Mammalia,insectivore,Mammaliaformes
208905,Eutriconodonta,,Dyskritodon amazighi,,,,,,,,,,,1,145,139.8,145,139.8,Berriasian,,,Mammalia,insectivore,Mammaliaformes
197843,Eutriconodonta,,Jeholodens jenkinsi,,,,,,,,,,,1,130,122.46,130,122.46,Hauterivian,Aptian,,Mammalia,insectivore,Mammaliaformes
197849,Eutriconodonta,,Juchilestes liaoningensis,,,,,,,,,,,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
374106,Eutriconodonta,,Sangarotherium aquilonium,,,,,,,,,,,1,145,125,145,125,Berriasian,Barremian,,Mammalia,insectivore,Mammaliaformes
204182,Eutriconodonta,Gobiconodontidae,Gobiconodon hoburensis,,,m1,1.50,0.90,Lopatin and Averianov 2015,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,2.860903465,3,129.4,113,125,100.5,Barremian,Albian,,Mammalia,insectivore,Mammaliaformes
72278,Eutriconodonta,Gobiconodontidae,Gobiconodon haizhouensis,,,m1,1.72,0.94,Kusuhashi et al 2016,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,3.259163686,1,125,100.5,125,100.5,Aptian,Aptian,,Mammalia,insectivore,Mammaliaformes
197841,Eutriconodonta,Gobiconodontidae,Gobiconodon zofiae,,,m1,2.30,0.90,Li et al 2003,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,4.104765548,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
140283,Eutriconodonta,Gobiconodontidae,Gobiconodon borissiaki,,,m1,2.40,,Maschenko and Lopatin 1998,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,4.228614026,3,129.4,113,125,100.5,Barremian,Albian,,Mammalia,insectivore,Mammaliaformes
153871,Eutriconodonta,Gobiconodontidae,Gobiconodon luoianus,,,m1,3.00,,Yuan et al 2009,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,4.87796176,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
46675,Eutriconodonta,Gobiconodontidae,Gobiconodon ostromi,,,m1,4.25,2.05,Jenkins and Schaff 1988,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,5.89153424,3,125,100.5,125,100.5,Aptian,Albian,,Mammalia,insectivore,Mammaliaformes
146459,Eutriconodonta,Gobiconodontidae,Meemannodon lujiatunensis,,,m1,5.33,2.90,Meng et al 2005,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,6.550452103,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
67606,Eutriconodonta,Gobiconodontidae,Repenomamus giganticus,9.47,Hu et al 2005b,m1,7.50,4.70,Hu et al 2005b,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,7.54436779,1,125.45,122.46,125.45,122.46,Barremian,Aptian,ground dwelling,Repenomamus giganticus,carnivore,Repenomamus giganticus
204184,Eutriconodonta,Gobiconodontidae,Gobiconodon hopsoni,,,,,,,,,,,1,145,132.9,145,132.9,Berriasian,Valanginian,,Mammalia,insectivore,Mammaliaformes
70490,Eutriconodonta,Gobiconodontidae,Gobiconodon tomidai,,,,,,,,,,,1,125,113,125,113,Aptian,,,Mammalia,insectivore,Mammaliaformes
57346,Eutriconodonta,Gobiconodontidae,Hangjinia chowi,,,,,,,,,,,1,145,100.5,145,100.5,Early Cretaceous,,,Mammalia,insectivore,Mammaliaformes
67607,Eutriconodonta,Gobiconodontidae,Repenomamus robustus,8.52,Hu et al 2005b,,,,,,,,,1,125.45,122.46,125.45,122.46,Barremian,Aptian,ground dwelling,Repenomamus robustus,carnivore,Repenomamus robustus
331039,Eutriconodonta,Gobiconodontidae,Spinolestes xenarthrosus,4.13,Martin et al 2015,,,,,,,,,1,130,125.45,130,125.45,Hauterivian,Barremian,,Mammalia,insectivore,Mammaliaformes
65083,Eutriconodonta,Jeholodentidae,Yanoconodon allini,,,,,,,,,,,1,129.4,122.46,129.4,122.46,Barremian,Aptian,ground dwelling,Yanoconodon,insectivore,Mammaliaformes
203406,Eutriconodonta,Triconodontidae,Triconodon mordax,,,m1,2.50,,Jäger et al 2021,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,4.34740603,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
44330,Eutriconodonta,Triconodontidae,Arundelconodon hottoni,,,m1,2.89,1.03,Cifelli et al 1999,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Legendre 1986,3.802919561,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
203407,Eutriconodonta,Triconodontidae,Trioracodon ferox,,,m1,3.40,,Jäger et al 2021,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,5.242186506,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
43945,Eutriconodonta,Triconodontidae,Alticonodon lindoei,,,,,,,,,,,2,85.8,83.5,85.8,83.5,Santonian,Campanian,,Mammalia,insectivore,Mammaliaformes
44367,Eutriconodonta,Triconodontidae,Astroconodon delicatus,,,,,,,,,,,5,105.3,93.5,105.3,93.5,Albian,Turonian,amphibious,Astroconodon,piscivore,Astroconodon
143620,Eutriconodonta,Triconodontidae,Corviconodon montanensis,,,,,,,,,,,1,125,100.5,125,100.5,Aptian,Albian,,Mammalia,insectivore,Mammaliaformes
45284,Eutriconodonta,Triconodontidae,Corviconodon utahensis,,,,,,,,,,,6,105.3,93.5,105.3,93.5,Albian,Turonian,,Mammalia,insectivore,Mammaliaformes
208907,Eutriconodonta,Triconodontidae,Ichthyoconodon jaworowskorum,,,,,,,,,,,1,145,139.8,145,139.8,Berriasian,,,Mammalia,insectivore,Mammaliaformes
47425,Eutriconodonta,Triconodontidae,Jugulator amplissimus,,,,,,,,,,,4,105.3,93.5,105.3,93.5,Albian,Turonian,,Mammalia,insectivore,Mammaliaformes
216655,Eutriconodonta,Triconodontidae,Meiconodon lii,,,,,,,,,,,2,125,100.5,125,100.5,Aptian,Albian,,Mammalia,insectivore,Mammaliaformes
216656,Eutriconodonta,Triconodontidae,Meiconodon setoguchii,,,,,,,,,,,1,125,100.5,125,100.5,Aptian,Albian,,Mammalia,insectivore,Mammaliaformes
203408,Eutriconodonta,Triconodontidae,Trioracodon major,,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
203410,Eutriconodonta,Triconodontidae,Trioracodon oweni,,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
44368,Eutriconodonta,Triconodontidae,Astroconodon denisoni,2.476,Smith et al 2018,,,,,,,,,8,125,113,113,100.5,Aptian,Albian,amphibious,Astroconodon,piscivore,Astroconodon
43737,Marsupialia,,Adinodon pattersoni,,,,,,,,,,,1,113,100.5,113,100.5,Albian,,scansorial,Marsupialia,omnivore,Marsupialia
253246,Marsupialia,Herpetotheriidae,Nortedelphys jasoni,,,m1,2.22,1.20,Case et al 2005,"Marsupials, m1_area",ln(m) = 2.924 + 1.56 * ln(m1_area),Gordon 2003,4.452532854,7,70.6,66,70.6,66,Maastrichtian,,ground dwelling,Herpetotheriidae,omnivore,Marsupialia
160064,Marsupialia,Herpetotheriidae,Nortedelphys magnus,,,m1,2.30,1.60,Case et al 2005,"Marsupials, m1_area",ln(m) = 2.924 + 1.56 * ln(m1_area),Gordon 2003,4.956543893,2,70.6,66,70.6,66,Maastrichtian,,ground dwelling,Herpetotheriidae,omnivore,Marsupialia
160066,Marsupialia,Herpetotheriidae,Nortedelphys minimus,,,,,,,,,,,2,70.6,66,70.6,66,Maastrichtian,,ground dwelling,Herpetotheriidae,omnivore,Marsupialia
216653,Marsupialia,Peradectidae,Maastrichtidelphys meurismeti,,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,scansorial,Peradectidae,omnivore,Marsupialia
206772,Meridiolestida,,Reigitherium bunodonta,,,m1,1.40,1.90,Martinelli et al 2021,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Legendre 1986,3.597401826,4,83.5,66,72.1,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
207630,Meridiolestida,,Leonardus cuspidatus,,,m1,1.47,2.25,Martinelli et al 2021,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Legendre 1986,3.995443911,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
67621,Meridiolestida,,Austrotriconodon mckennai,,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
67622,Meridiolestida,,Austrotriconodon sepulvedai,,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
204734,Meridiolestida,,Cronopio dentiacutus,,,,,,,,,,,1,99.6,93.5,99.6,93.5,Cenomanian,Turonian,,Mammalia,insectivore,Mammaliaformes
435400,Meridiolestida,Mesungulatidae,Orretherium tzen,,,m1,3.12,3.64,Martinelli et al 2021,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Legendre 1986,6.249275081,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
67612,Meridiolestida,Mesungulatidae,Mesungulatum houssayi,,,m1,3.90,3.70,Martinelli et al 2021,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Legendre 1986,6.686828224,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
206767,Meridiolestida,Mesungulatidae,Coloniatherium cilinskii,,,m1,5.70,4.85,Martinelli et al 2021,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Legendre 1986,7.874625795,3,72.1,66,72.1,66,Maastrichtian,,,Mammalia,insectivore,Mammaliaformes
140932,Meridiolestida,Mesungulatidae,Mesungulatum lamarquensis,,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
207629,Meridiolestida,Mesungulatidae,Quirogatherium major,,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
164354,Monotremata,,Kryoryctes cadburyi,,,,,,,,,,,1,122.46,109,122.46,109,Aptian,Albian,,Mammalia,insectivore,Mammaliaformes
166572,Monotremata,Kollikodontidae,Kollikodon ritchiei,,,m1,5.70,4.10,Flannery et al 1995,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Legendre 1986,7.567704902,1,99.6,93.5,99.6,93.5,Cenomanian,Turonian,,Mammalia,insectivore,Mammaliaformes
166544,Monotremata,Ornithorhynchidae,Steropodon galmani,,,m1,7.30,4.30,Archer et al 1985,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Legendre 1986,8.106736081,1,99.6,93.5,99.6,93.5,Cenomanian,Turonian,,Ornithorhynchidae,"insectivore, herbivore",Ornithorhynchidae
137612,Monotremata,Ornithorhynchidae,Teinolophos trusleri,,,,,,,,,,,1,122.46,112.03,122.46,112.03,Aptian,Albian,,Ornithorhynchidae,"insectivore, herbivore",Ornithorhynchidae
47415,Multituberculata,,Janumys erebos,1.791759469,Smith et al 2018,m1,1.26,0.76,Eaton and Cifelli 2001,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,2.237367548,5,105.3,93.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
249185,Multituberculata,,Passumys angelli,,,m1,1.41,1.12,Cifelli et al 2012,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,2.959384019,1,145,136.4,145,136.4,Berriasian,Valanginian,arboreal,Multituberculata,herbivore,Multituberculata
45105,Multituberculata,,Cimexomys judithae,3.182418433,Smith et al 2018,m1,1.80,,Sahni 1972,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,3.391459195,7,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
45525,Multituberculata,,Dakotamys malcolmi,3.301598691,Smith et al 2018,m1,1.88,1.09,Eaton 2009,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.335416348,5,100.5,93.9,99.6,93.5,Cenomanian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
44721,Multituberculata,,Bryceomys intermedius,3.401197382,Smith et al 2018,m1,1.88,1.15,Eaton and Cifelli 2001,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.412756098,9,113,100.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
204040,Multituberculata,,Chulsanbaatar vulgaris,2.48490665,Smith et al 2018,m1,1.90,0.90,Kielan-Jaworowska 1974,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.074236976,5,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
216471,Multituberculata,,Uzbekbaatar wardi,,,m1,1.96,1.12,Averianov and Archibald 2003,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.434751638,1,93.5,86.3,93.5,86.3,Turonian,Coniacian,arboreal,Multituberculata,herbivore,Multituberculata
44976,Multituberculata,,Cedaromys parvus,3.828641396,Smith et al 2018,m1,2.06,1.39,Eaton and Cifelli 2001,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.818297204,8,113,100.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
45101,Multituberculata,,Cimexomys antiquus,3.469174031,Smith et al 2018,m1,2.15,1.10,Fox 1971,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.542286742,3,85.8,83.5,83.5,70.6,Santonian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
45108,Multituberculata,,Cimexomys minor,3.631912816,Smith et al 2018,m1,2.30,1.00,Fox 1971,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.502062724,7,70.6,66,66,63.3,Maastrichtian,Danian,arboreal,Multituberculata,herbivore,Multituberculata
44975,Multituberculata,,Cedaromys bestia,4.262679877,Smith et al 2018,m1,2.49,1.57,Eaton and Cifelli 2001,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,4.267675978,9,113,100.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
331090,Multituberculata,,Yubaatar zhongyuanensis,,,m1,9.20,3.58,Xu et al 2015,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,7.343712355,1,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
43974,Multituberculata,,Ameribaatar zofiae,,,,,,,,,,,5,105.3,93.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
216491,Multituberculata,,Argentodites coloniensis,,,,,,,,,,,1,72.1,66,72.1,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
265643,Multituberculata,,Argillomys marylandensis,,,,,,,,,,,1,122.46,112.03,122.46,112.03,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
358279,Multituberculata,,Baidabatyr clivosus,,,,,,,,,,,1,129.4,113,129.4,113,Barremian,Aptian,arboreal,Multituberculata,herbivore,Multituberculata
204009,Multituberculata,,Bulganbaatar nemegtbaataroides,,,,,,,,,,,2,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
253258,Multituberculata,,Cedaromys minimus,,,,,,,,,,,1,99.6,93.5,99.6,93.5,Cenomanian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
45103,Multituberculata,,Cimexomys gregoryi,,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
216670,Multituberculata,,Iberica hahni,,,,,,,,,,,3,130,125.45,130,125.45,Hauterivian,Barremian,arboreal,Multituberculata,herbivore,Multituberculata
49784,Multituberculata,,Paracimexomys crossi,,,,,,,,,,,1,122.46,109,122.46,109,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
49787,Multituberculata,,Paracimexomys magnus,,,,,,,,,,,2,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
